"V1","word"
23,"cattle"
2,"postmaster"
102,"nobody"
4,"wigs"
6,"mil"
10,"plunge"
17,"niece"
1,"cooed"
17,"supper"
46,"roast"
31,"gravy"
47,"roasted"
27,"pudding"
5,"nom"
61,"climate"
7,"morale"
9,"treasured"
1,"livescribe"
25,"isolated"
11,"toms"
16,"recovering"
25,"hurting"
2,"tubed"
5,"irritation"
1,"phlegm"
6,"lodged"
4,"vicodin"
33,"miserable"
1,"henrich"
21,"purchases"
1,"longwear"
1,"postively"
16,"burgers"
1,"sangria"
1,"redbrowncoppery"
13,"feminist"
20,"abstract"
25,"composition"
1,"hothouse"
24,"lineup"
1,"barga"
11,"gabriel"
2,"bunnymen"
3,"drummers"
1,"burundi"
1,"ekome"
1,"imrat"
8,"suns"
1,"arqa"
1,"chieftans"
64,"entertaining"
5,"aziz"
2,"ansari"
9,"poking"
23,"figuring"
29,"accidentally"
6,"swine"
37,"wins"
2,"gabf"
2,"micros"
24,"pine"
28,"circus"
1,"fellas"
4,"sawyer"
11,"nifty"
9,"peninsula"
2,"taiji"
10,"fishermen"
5,"bewildered"
11,"hunts"
15,"dolphins"
5,"koreans"
46,"acceptable"
4,"ric"
1,"obarry"
1,"trainercumactivist"
4,"cove"
1,"13thi"
42,"americas"
39,"brewers"
39,"independence"
2,"herz"
1,"attunements"
1,"highstatus"
24,"lords"
1,"meadhall"
10,"translucent"
6,"mead"
20,"signal"
18,"singles"
1,"chaz"
5,"hansen"
1,"jerge"
6,"throes"
3,"1038"
1,"hypatias"
3,"prothero"
1,"tvd"
1,"crazierstarting"
1,"alarics"
1,"jeremys"
1,"markettested"
1,"spiel"
49,"childs"
46,"knitting"
4,"nv"
5,"strollers"
2,"muggy"
11,"1969"
39,"acceptance"
3,"karman"
24,"dominated"
14,"arabic"
7,"brent"
1,"silvernavidliam"
4,"naomi"
5,"mammogram"
1,"navids"
7,"navid"
2,"ade"
11,"premiere"
27,"claire"
1,"trotel"
1,"thubron"
6,"wheeler"
23,"moore"
7,"stephens"
13,"marc"
1,"quaghebeur"
1,"broeck"
1,"laere"
1,"demystify"
23,"necessity"
12,"costly"
1,"heirs"
41,"depends"
22,"underlying"
4,"ingested"
2,"swimwear"
2,"dcup"
1,"ecup"
1,"blotting"
5,"journalling"
1,"dyan"
1,"reaveley"
18,"stains"
3,"watercolours"
11,"extends"
29,"boundaries"
15,"sailing"
1,"martinique"
6,"blitzer"
2,"diplomat"
3,"crosscountry"
2,"thandai"
3,"bhang"
5,"cannabis"
1,"sativa"
24,"specialty"
1,"banaras"
54,"preparing"
4,"mortar"
2,"pestle"
5,"holi"
18,"festive"
3,"togetherness"
15,"ghee"
1,"halva"
1,"peppery"
11,"chewy"
1,"golees"
11,"medicinal"
1,"lightbrown"
3,"latent"
4,"discharged"
10,"allergy"
4,"159"
3,"157"
6,"garner"
12,"guts"
2,"squads"
5,"daegu"
3,"contingent"
4,"liabilities"
1,"transnational"
1,"publicsector"
4,"guarantees"
9,"efsf"
1,"backstops"
17,"healthcare"
8,"systematically"
14,"excluded"
29,"belongs"
5,"rhetorical"
33,"consistently"
8,"omitted"
1,"columnchart"
1,"hairraising"
1,"classifications"
9,"marriages"
6,"economically"
10,"empowered"
2,"breadwinner"
5,"dodger"
1,"scheming"
26,"villain"
2,"bullseye"
2,"coms"
19,"joel"
1,"pollak"
1,"borrowsfrom"
2,"iconography"
2,"scbwi"
36,"chalk"
8,"falsely"
22,"advocate"
1,"comartsandenterso"
1,"pauly"
3,"ur"
3,"gorjuss"
18,"promarkers"
20,"fab"
13,"skipping"
31,"wolf"
6,"eased"
54,"monthly"
1,"surpluses"
2,"stoking"
1,"overreliance"
1,"ironore"
23,"coal"
3,"fiona"
8,"fling"
39,"commit"
1,"brawny"
4,"miguel"
2,"andres"
8,"garcia"
31,"tiger"
13,"assaulted"
1,"innapropiate"
21,"sexuality"
15,"conditioning"
4,"ooze"
5,"cme"
11,"lumber"
21,"traded"
4,"211"
1,"279"
18,"gop"
3,"aides"
1,"congresss"
3,"wsj"
1,"72211"
3,"resonant"
7,"plethora"
11,"complementary"
9,"exquisite"
13,"frenzy"
1,"papirdesign"
8,"disproportionately"
2,"dispatches"
13,"reluctantly"
9,"massively"
24,"arc"
14,"pacing"
17,"considerably"
23,"slower"
11,"fathom"
1,"kaname"
1,"yuki"
7,"estranged"
3,"wispy"
6,"minimalist"
43,"artwork"
8,"backstage"
1,"120g"
1,"insalted"
10,"1963"
4,"gynecologist"
3,"jovita"
3,"gynecological"
21,"advised"
17,"annually"
1,"seissman"
47,"grandmother"
1,"annunciationthe"
1,"1306"
12,"misty"
5,"snorkeling"
56,"tons"
20,"tropical"
7,"hawaiian"
13,"turtles"
2,"harass"
12,"habitat"
3,"corrupts"
6,"casts"
2,"repelled"
2,"805"
1,"pm855"
2,"ressentiment"
1,"summarises"
7,"nietzsches"
4,"succinctly"
4,"storys"
26,"synopsis"
8,"achilles"
19,"heel"
4,"simplifying"
1,"overanalyzing"
16,"submitting"
5,"kneeling"
1,"theeeeeeyyrrrrrrrreee"
1,"heeeeeeerrrrreeeeeee"
23,"carol"
1,"disassembling"
11,"bruno"
25,"pairs"
1,"302"
30,"passengers"
10,"iceberg"
33,"cape"
9,"sank"
8,"liners"
1,"808"
19,"rescued"
2,"lifeboats"
1,"cunarder"
1,"carpathia"
1,"isas"
19,"educate"
1,"ferguson"
2,"sammich"
2,"shiz"
1,"anniversarytripposting"
6,"tragically"
1,"messinger"
3,"janine"
3,"boyer"
14,"shirley"
1,"brosius"
6,"snapshot"
2,"124"
2,"anchorman"
1,"jeroboam"
13,"prophets"
7,"freeing"
1,"omniscience"
7,"itch"
7,"haunts"
22,"inevitably"
1,"itches"
4,"hauntings"
1,"punkish"
1,"upstarts"
5,"springing"
2,"shouty"
4,"45s"
1,"fogies"
1,"ejecteds"
1,"10p"
1,"steamroller"
6,"flattened"
49,"sessions"
34,"pause"
2,"hifi"
3,"lps"
4,"peels"
10,"revisit"
1,"boyhood"
6,"weathered"
4,"xray"
2,"spex"
2,"umberto"
10,"eco"
1,"secretarieseach"
40,"accomplished"
1,"stylerecognize"
47,"reply"
1,"churcha"
1,"reaffirmation"
7,"dogma"
1,"cinemag"
5,"diagram"
4,"warmup"
23,"interactive"
8,"shaving"
2,"adjourned"
1,"swimmingly"
3,"unwell"
5,"agreeing"
7,"maddie"
5,"vacated"
4,"mtg"
3,"nibbled"
4,"ratchlet"
3,"scrunched"
3,"pinched"
5,"downer"
4,"ndebele"
18,"yelled"
4,"constable"
25,"climbed"
1,"averbeck"
16,"seeks"
13,"fled"
9,"portugal"
25,"treasures"
1,"kilted"
17,"knights"
4,"greenland"
27,"pots"
12,"dishwasher"
40,"decides"
18,"dragging"
22,"fork"
42,"breweries"
7,"tba"
10,"gina"
21,"birthdays"
2,"goahead"
4,"personalize"
5,"printable"
4,"toppers"
1,"row6"
2,"k3"
2,"p3"
2,"accross"
14,"angst"
7,"adoptive"
1,"pubsbars"
100,"relationships"
1,"boysmen"
1,"harboured"
2,"tweetdeck"
1,"barges"
19,"drift"
1,"dibley"
3,"letitia"
1,"cropley"
12,"pioneer"
1,"tantalised"
8,"trays"
1,"sardine"
1,"sarnies"
2,"marmite"
19,"ham"
10,"curd"
5,"farfetched"
14,"palate"
6,"belgians"
1,"pomme"
5,"frites"
2,"thais"
2,"slather"
1,"skewered"
19,"chilli"
1,"inuits"
8,"relish"
1,"auks"
16,"skins"
7,"ferment"
3,"cairns"
6,"mould"
7,"noses"
1,"lifeeither"
1,"necessiarily"
2,"tectonic"
3,"golly"
7,"craziness"
4,"termination"
3,"remarried"
17,"eurozone"
21,"sovereign"
1,"interlinked"
1,"europewide"
28,"banking"
4,"intervened"
10,"shaky"
8,"largescale"
2,"recapitalisation"
8,"91"
12,"theoretical"
3,"speculators"
7,"leaked"
3,"273"
1,"lagarde"
25,"commented"
1,"recapitalise"
13,"tbs"
3,"worcestershire"
6,"rowing"
45,"wee"
2,"coldplay"
61,"impressed"
5,"industrys"
26,"anticipation"
17,"zip"
5,"zap"
13,"triumph"
4,"huzzah"
11,"plateau"
10,"mona"
2,"mozarts"
1,"lacrimosa"
18,"les"
1,"miserables"
17,"statue"
2,"fixings"
1,"commandeer"
3,"schindlers"
8,"roaring"
2,"coped"
5,"hourlong"
5,"gunshot"
1,"granddam"
19,"puppy"
1,"heeling"
20,"amidst"
15,"distractions"
1,"tethering"
15,"platter"
11,"rabbits"
9,"evolves"
3,"framelits"
1,"mambo"
20,"twine"
22,"springs"
1,"mu"
1,"surpised"
3,"erasmus"
1,"1466"
2,"1536"
1,"postchristian"
5,"yin"
12,"patron"
1,"socialistmulticultiislamocuddly"
4,"greats"
9,"vein"
1,"ecumenically"
15,"oriented"
1,"liberalizing"
2,"humanists"
6,"transcendent"
1,"ecumenism"
19,"discrimination"
3,"humanism"
5,"shepherds"
6,"trough"
3,"coos"
5,"bitty"
10,"selfesteem"
8,"bf"
1,"crosstalk"
15,"surveys"
50,"muslims"
11,"sharia"
1,"radicalisation"
17,"males"
6,"thwarted"
3,"bombings"
2,"maimed"
25,"700"
3,"mosques"
8,"overthrow"
11,"britains"
77,"jews"
1,"subjugation"
5,"nonmuslim"
1,"infidel"
2,"caliphate"
1,"prework"
7,"elliptical"
1,"afterwords"
1,"disillusionment"
17,"prostitution"
3,"frighteningly"
1,"accustoming"
17,"genes"
5,"determines"
1,"selffertilize"
6,"chromosome"
1,"schlumbergera"
2,"chromosomes"
16,"15th"
1,"gridwide"
2,"epidural"
7,"reapers"
11,"tipped"
12,"catalyst"
5,"illusive"
16,"urgent"
20,"squad"
1,"kaidan"
1,"garrus"
5,"blasted"
4,"harbingers"
1,"harbinger"
10,"charred"
9,"limp"
7,"hamper"
2,"husks"
1,"marauder"
1,"shieldeasy"
8,"fussy"
17,"sock"
1,"matcher"
1,"goslee"
21,"etsy"
4,"dehydration"
6,"dehydrated"
3,"nauseated"
22,"susan"
1,"obleski"
3,"midjune"
3,"susquehanna"
16,"basin"
4,"withdrawals"
10,"gallons"
4,"exxon"
8,"delaware"
14,"permits"
13,"withdrawn"
9,"accounting"
9,"withdrawal"
10,"cuff"
32,"rude"
12,"racially"
1,"homophobically"
51,"fed"
12,"fuss"
2,"whinge"
34,"complaint"
1,"uncritically"
2,"vindictive"
8,"grudge"
1,"fetched"
11,"solicitor"
2,"ghandi"
2,"vanya"
2,"stair"
3,"pizazz"
7,"abode"
38,"abilities"
22,"ted"
3,"decipher"
10,"classify"
28,"showcase"
21,"networking"
15,"tangible"
1,"hbb"
1,"perigee"
2,"apogee"
4,"projectiles"
14,"firearms"
12,"ammunition"
6,"onboard"
15,"notably"
2,"sewage"
1,"firefighting"
46,"performing"
5,"nautical"
29,"tasks"
11,"engineers"
17,"cargo"
1,"loadingdischarging"
6,"discharge"
2,"pleasance"
1,"godawfully"
3,"painstakingly"
3,"labored"
13,"bounds"
2,"wretchedness"
5,"yarrow"
12,"remedy"
22,"tribes"
37,"indigenous"
12,"preparations"
1,"pharmacopoeia"
5,"nineteenth"
3,"opacity"
5,"thingy"
1,"longgg"
3,"runnerup"
2,"shamcey"
1,"supsup"
4,"aquino"
1,"ninoy"
5,"airports"
1,"naia"
11,"tighter"
1,"sked"
1,"backlinking"
24,"emailed"
1,"1709"
2,"takedown"
10,"piracy"
4,"outsourced"
1,"dmca"
1,"bountyhunter"
10,"bribe"
4,"prohibitive"
4,"cletus"
4,"hurriedly"
16,"gravel"
6,"doolittle"
5,"gunfire"
4,"cautiously"
4,"peering"
1,"vigilantly"
3,"craggy"
14,"trusty"
1,"stevensen"
1,"bony"
3,"casings"
4,"clump"
1,"bullbriers"
3,"booom"
5,"shootin"
9,"policeman"
16,"ringing"
7,"blasts"
4,"vanmeter"
14,"unexpectedly"
1,"booooom"
2,"splitsecond"
1,"eardrums"
8,"shreds"
5,"wrestled"
67,"smoking"
1,"bareknuckled"
2,"caint"
24,"deputy"
3,"nothin"
14,"bushes"
2,"unflinchingly"
5,"unabashedly"
4,"succinct"
2,"thar"
1,"greenclad"
2,"leprchan"
17,"sheriff"
2,"straightaway"
15,"thorough"
3,"gander"
2,"lawman"
2,"sighting"
4,"plainly"
1,"gunslinger"
1,"2gallon"
6,"jug"
3,"intoxicating"
3,"gullet"
9,"gaping"
3,"innards"
4,"duly"
4,"soundly"
5,"intoxicated"
9,"paprika"
17,"inability"
2,"powerlessness"
1,"240g"
2,"kernels"
3,"yahushua"
6,"paradox"
1,"predestination"
1,"yahushuas"
12,"thirsty"
2,"feets"
1,"juts"
6,"sharply"
4,"linkup"
21,"encounters"
1,"ruleswise"
19,"pdf"
26,"initiative"
14,"scratching"
3,"adventuring"
11,"reread"
4,"fumbling"
2,"jamming"
6,"synchronicity"
74,"score"
18,"annoyed"
17,"athletic"
8,"prowess"
1,"dysfunctions"
16,"risky"
23,"consultant"
1,"processoriented"
3,"puzzling"
1,"mccombess"
9,"sheridan"
21,"trace"
1,"acrimony"
23,"manchester"
16,"deficit"
28,"stealing"
3,"repaid"
25,"holders"
6,"pennies"
1,"paybacks"
1,"schoolroom"
3,"noob"
8,"mathematics"
4,"confide"
8,"lifeline"
3,"remastered"
1,"dwelled"
1,"lyca"
3,"hump"
9,"robes"
7,"hooded"
5,"bottomless"
11,"hopeless"
2,"barbed"
4,"incarnate"
11,"slits"
3,"nostrils"
31,"pit"
1,"jagged"
9,"peeling"
7,"horrifying"
3,"unwritten"
3,"roughshod"
2,"naptime"
23,"fade"
3,"sheraton"
12,"discounts"
9,"attendees"
20,"accessible"
13,"transit"
1,"5j"
2,"cami"
91,"jeans"
1,"sntch"
20,"flap"
30,"necklace"
5,"preamble"
17,"massachusetts"
31,"representative"
14,"intimidating"
44,"represent"
1,"eurovision"
1,"ordure"
2,"furtherance"
49,"aim"
1,"irrevocably"
19,"homeland"
7,"marilyn"
7,"twinkle"
1,"holeman"
1,"zinkhan"
9,"brit"
5,"whisked"
29,"knight"
5,"armour"
55,"twenty"
1,"kiddywinkies"
1,"mutt"
5,"geoff"
1,"bowden"
3,"barnsley"
3,"458"
4,"martyr"
4,"intellect"
20,"aloud"
2,"annivervesary"
57,"forum"
25,"07"
4,"northampton"
1,"elevens"
1,"tbc"
3,"disobeyed"
4,"spoils"
7,"pines"
7,"trunks"
2,"sloped"
1,"cottonmouths"
2,"sunned"
7,"darted"
2,"slithering"
2,"smbs"
14,"wade"
4,"jargon"
1,"solomo"
6,"evaluating"
1,"instalikes"
44,"regional"
1,"doughertys"
1,"bansi"
2,"ohara"
4,"thrills"
24,"dangers"
2,"aplenty"
8,"halo"
23,"shepherd"
4,"sunning"
12,"herb"
8,"spotting"
31,"wildlife"
15,"oranges"
22,"ipad"
2,"loonie"
1,"splotches"
1,"dotting"
1,"healthylooking"
43,"nails"
25,"trauma"
6,"injure"
1,"matrixthe"
1,"createdyoull"
1,"nailslamming"
13,"recurring"
1,"causesincluding"
5,"psoriasis"
6,"eczema"
4,"deficient"
9,"mineral"
2,"zinc"
27,"grains"
14,"poultry"
14,"seafood"
2,"haydens"
15,"sassy"
1,"terrorize"
1,"ishida"
1,"yuwakuteki"
4,"gogo"
6,"easing"
11,"groove"
4,"splashes"
15,"marianne"
21,"striped"
3,"englishspeaking"
1,"leet"
10,"hostage"
19,"pantry"
9,"ocd"
15,"whistle"
22,"pours"
3,"offwhite"
18,"faded"
4,"spotty"
3,"lacing"
39,"nicely"
19,"citrus"
45,"spice"
43,"malt"
3,"resinous"
45,"hops"
27,"brewed"
3,"astringent"
21,"lingering"
23,"swallow"
1,"flossmoor"
2,"leahs"
3,"justine"
2,"outofcontrol"
49,"habits"
20,"veggie"
3,"lumping"
17,"mantra"
14,"rats"
2,"infestations"
1,"overatedness"
2,"flasks"
2,"kneaded"
1,"postproving"
3,"disastrously"
12,"rectangular"
2,"dimpled"
2,"focaccia"
2,"wavelengths"
3,"uv"
1,"florescent"
3,"degraded"
2,"croutons"
2,"roadblock"
26,"vocabulary"
1,"stabilzation"
1,"zoloft"
1,"knewsomedaythere"
17,"molly"
3,"cate"
8,"shaun"
1,"burnie"
71,"poetry"
2,"chapbook"
1,"teka"
5,"lang"
25,"mins"
6,"doorstep"
32,"peek"
5,"nondairy"
4,"creamer"
35,"floating"
10,"engrossed"
8,"glare"
8,"chuckled"
2,"roald"
3,"dahl"
1,"temped"
1,"bookand"
16,"polls"
22,"recession"
2,"spurring"
7,"rallies"
11,"explicitly"
7,"steer"
14,"indoors"
29,"outdoors"
3,"usefulness"
8,"yearning"
24,"guardian"
3,"psychics"
43,"payment"
20,"moreover"
25,"meditation"
46,"experts"
1,"sakes"
1,"theses"
4,"contradictory"
9,"exposes"
10,"neatly"
1,"perceptively"
12,"purity"
6,"torment"
4,"concocted"
14,"inequality"
20,"enthusiastic"
11,"geared"
1,"unmasking"
3,"fictions"
10,"peonies"
6,"shrinking"
14,"violet"
5,"stairway"
1,"walkie"
3,"talkies"
38,"buddy"
20,"donation"
3,"playroom"
6,"amazes"
4,"doughnut"
3,"whiz"
1,"melchizedek"
2,"preside"
3,"ordinances"
1,"1834"
1,"1835"
57,"twelve"
10,"apostles"
8,"seventy"
5,"tweak"
21,"dropping"
5,"redefining"
1,"reassigning"
16,"seventies"
57,"criticism"
5,"jarring"
1,"overacted"
1,"stanwyck"
1,"unrecognizable"
14,"boxing"
4,"mockup"
1,"entebbe"
15,"assembled"
3,"mossad"
1,"raiddubbed"
1,"thunderboltwas"
12,"ticking"
5,"hostages"
1,"duquesne"
11,"86"
8,"hayes"
17,"debbie"
4,"faust"
5,"outpost"
7,"oversee"
22,"42"
3,"shahid"
1,"exflame"
5,"priyanka"
6,"chopra"
9,"sweetheart"
15,"carpenter"
74,"materials"
16,"measuring"
1,"sawing"
6,"nailing"
3,"hammering"
16,"jaw"
11,"miraculous"
12,"reproduction"
1,"rheobatrachus"
1,"silus"
1,"invalidates"
1,"irreducibly"
16,"frogs"
1,"hormonelike"
36,"substance"
2,"neutralize"
20,"acids"
1,"proteinrich"
3,"yolk"
7,"widening"
17,"females"
1,"oesophagus"
4,"coincidental"
2,"froglets"
4,"extinction"
2,"cautions"
5,"enneagram"
27,"popularity"
1,"pseudopsychological"
6,"mysticism"
12,"introduces"
10,"ambiguity"
19,"spirituality"
1,"assessor"
4,"appoint"
5,"implying"
25,"instruction"
19,"objectives"
5,"humpback"
17,"whales"
1,"snort"
1,"blowholes"
5,"flukes"
6,"erased"
7,"traces"
3,"authored"
4,"chetan"
3,"sharma"
15,"examined"
21,"patents"
15,"trademark"
2,"390"
22,"grants"
5,"173"
4,"portfolios"
10,"samsung"
27,"microsoft"
6,"ibm"
6,"qualcomm"
22,"rim"
7,"oracle"
1,"authenticate"
12,"demonstrating"
1,"apuzzo"
1,"halffull"
4,"diners"
2,"sipped"
6,"scooped"
5,"pastrami"
14,"piled"
1,"sandwiched"
10,"sturdy"
10,"rye"
2,"overdone"
12,"slaw"
5,"dusted"
2,"caraway"
4,"zing"
40,"vinegar"
13,"waitress"
28,"allegedly"
3,"conspired"
6,"explosives"
1,"fourlane"
1,"brecksvillenorthfield"
9,"crosses"
15,"trafficking"
1,"bangladeshi"
4,"karachi"
3,"trafficked"
6,"auctions"
3,"caste"
1,"pimped"
10,"prostitutes"
1,"redlight"
5,"outfitted"
2,"natli"
4,"puberty"
2,"bidders"
6,"vie"
9,"exceed"
15,"bronze"
29,"hardware"
18,"dated"
1,"nondive"
32,"watches"
1,"selfservice"
1,"arisa"
5,"likeable"
20,"varied"
1,"cheaps"
27,"viewer"
7,"unsurprisingly"
26,"disagree"
1,"samey"
1,"timesassuming"
12,"jeffrey"
1,"dahmer"
1,"crackly"
12,"undead"
16,"mob"
4,"converging"
2,"dogpiling"
6,"imitating"
1,"windshieldwiper"
1,"bladesive"
1,"clickshoo"
16,"filmed"
7,"semesters"
12,"districts"
1,"godremind"
5,"warmest"
17,"sipping"
12,"lemons"
32,"leap"
14,"flames"
1,"cremating"
2,"410"
1,"tldr"
8,"storytellers"
1,"joj"
14,"avenues"
4,"lore"
3,"yuji"
6,"jumble"
11,"8am"
7,"onset"
3,"stuffy"
4,"upsets"
20,"predictable"
3,"demeaning"
2,"humourlessness"
2,"rehashing"
6,"disliked"
35,"offensive"
7,"delights"
5,"totty"
15,"tory"
30,"mp"
5,"tracey"
5,"crouch"
2,"twittered"
25,"banned"
11,"commons"
1,"middleranking"
6,"decreases"
17,"applicants"
23,"vivid"
13,"antics"
1,"dicked"
4,"funnily"
2,"doublebarrel"
2,"flaunt"
5,"payback"
1,"ultracrap"
1,"agonise"
10,"patriots"
2,"crick"
2,"neb"
4,"comings"
8,"ravens"
12,"seasoned"
2,"adventurer"
11,"enlightened"
10,"imaginable"
1,"rumpled"
2,"bacchanalian"
7,"foray"
11,"jacks"
3,"mannequin"
4,"mcmahon"
10,"multitude"
1,"sightlines"
17,"tours"
2,"rivera"
4,"relented"
2,"masing"
1,"borneo"
4,"meekly"
34,"invitation"
1,"bickham"
19,"simpler"
8,"pov"
2,"taqiyya"
1,"londonistan"
46,"cent"
1,"19bn"
34,"equivalent"
9,"kumar"
1,"overriding"
5,"acquiring"
1,"espoused"
18,"ideological"
19,"admitting"
9,"cedar"
10,"curved"
12,"poke"
8,"bolton"
12,"sparrow"
23,"explosion"
13,"brilliance"
24,"trunk"
1,"mailboxes"
1,"guilded"
5,"upkeep"
1,"resets"
2,"exclamation"
2,"rename"
2,"toon"
55,"rape"
1,"locavore"
1,"yaya"
10,"mosquitoes"
4,"siesta"
2,"methodology"
4,"qualitative"
11,"unbelievably"
2,"unravel"
2,"antiislamic"
24,"sentiments"
1,"tmied"
15,"snarky"
10,"snatch"
1,"middleofthenight"
2,"grr"
36,"insisted"
1,"beavis"
1,"butthead"
13,"declining"
28,"cited"
14,"inflation"
18,"playground"
57,"burning"
19,"savage"
1,"genocidal"
3,"blackonwhite"
1,"dienuwesuidafrika"
1,"apocalypsies"
2,"achingly"
2,"moll"
1,"churchyard"
29,"scent"
1,"bluebells"
2,"pungent"
6,"earthy"
14,"celtic"
53,"employment"
4,"migrants"
32,"1999"
6,"lured"
13,"nationals"
3,"6000"
41,"decline"
2,"604"
3,"imploded"
2,"567"
1,"pêche"
1,"lambic"
17,"voila"
9,"bets"
26,"valentine"
8,"misfortune"
9,"rotten"
8,"soulless"
6,"digitally"
2,"20082009"
3,"mitra"
1,"mandis"
2,"mandi"
11,"zach"
6,"puppets"
2,"mandy"
39,"socks"
1,"fact﻿"
6,"birdie"
2,"neckties"
19,"cereal"
5,"auntie"
11,"brenda"
1,"aunties"
9,"contributors"
5,"mammoth"
17,"steampunk"
1,"vandermeer"
2,"kiernan"
5,"elise"
1,"tobler"
31,"jay"
3,"genevieve"
1,"shweta"
1,"narayan"
2,"aliette"
1,"bodard"
1,"jemisin"
14,"sharon"
12,"mock"
1,"catherynne"
1,"valente"
1,"dally"
2,"macfarlane"
6,"tobias"
1,"buckell"
1,"kressel"
1,"margo"
1,"lanagan"
1,"amal"
1,"elmohtar"
19,"anderson"
8,"morrow"
1,"cherie"
17,"ronald"
14,"megan"
1,"arkenberg"
2,"rosenbaum"
2,"robinette"
2,"kowal"
14,"samantha"
1,"mamatas"
1,"kornherstace"
1,"lavie"
1,"tidha"
48,"volume"
1,"progamme"
12,"perry"
14,"exhibited"
14,"relying"
3,"confer"
4,"artefacts"
5,"baltic"
18,"queue"
9,"325"
1,"standardsize"
1,"13cup"
9,"molds"
14,"sprayed"
28,"muffin"
3,"paltry"
4,"wie"
6,"tornadoes"
18,"damaging"
1,"epicenters"
2,"emitted"
1,"nexrad"
32,"produces"
2,"greenpeace"
17,"destructive"
31,"damaged"
5,"dixie"
1,"frisbee"
38,"newly"
1,"mown"
60,"tap"
16,"assumptions"
1,"postedits"
1,"motivationaltype"
18,"cheesy"
12,"phew"
1,"muscadine"
18,"grapes"
12,"grape"
1,"mucousy"
3,"eyeball"
1,"nonexhaustive"
12,"displaying"
1,"quietlike"
1,"ambientdrone"
1,"kawabata"
1,"makoto"
5,"subtlety"
3,"comparatively"
5,"restrained"
2,"ima"
1,"niboro"
9,"adviser"
3,"jazeera"
3,"destabilize"
4,"sensational"
2,"goodluck"
1,"ebele"
4,"fundamentalist"
9,"boko"
11,"haram"
2,"abuja"
7,"aerobic"
60,"belly"
4,"headtohead"
31,"improving"
1,"unfathomably"
6,"tirelessly"
12,"analyze"
1,"informally"
5,"haitian"
3,"yele"
1,"501501"
51,"fund"
45,"org"
1,"absentmindedly"
10,"leafy"
3,"coarsely"
17,"bind"
7,"dolly"
7,"daydream"
37,"hug"
9,"emerson"
7,"tammy"
2,"maltby"
3,"multifaceted"
6,"summed"
7,"mentors"
3,"empowers"
1,"tenyear"
1,"cohost"
1,"emmywinning"
1,"nrb"
14,"aspiring"
14,"robinson"
8,"midday"
1,"cbns"
1,"emcee"
1,"maxwells"
15,"thrive"
13,"internationally"
1,"lucynelle"
3,"cagey"
14,"crumbling"
3,"betrays"
1,"uncomprehending"
1,"533"
22,"acres"
18,"divorced"
1,"gege"
21,"salads"
19,"vitamins"
14,"minerals"
3,"fibres"
1,"selfexplanatory"
2,"corny"
2,"unhinged"
10,"abyss"
1,"agreeably"
3,"emphasising"
2,"dutiful"
22,"servant"
22,"inclined"
6,"redress"
2,"badgers"
8,"misleading"
4,"bergen"
6,"hoyt"
1,"begotten"
13,"82"
1,"locarno"
3,"entrees"
22,"arctic"
6,"char"
8,"cod"
1,"earpleasing"
11,"cassette"
1,"ssf"
18,"tapes"
9,"tumblr"
1,"sofaking"
1,"bedphones"
3,"oneman"
1,"avantpop"
4,"periphery"
2,"chicagoland"
20,"namely"
14,"acoustic"
13,"guitars"
1,"lectric"
10,"ethereal"
1,"mandolins"
1,"keyboardish"
1,"greyday"
3,"midwestern"
1,"wintersspringsautumns"
38,"spinning"
76,"tape"
3,"opiates"
2,"endorsing"
6,"digis"
1,"crissys"
47,"rubber"
9,"xu"
6,"guan"
28,"shells"
18,"partially"
1,"guans"
1,"corroded"
4,"introductory"
33,"courses"
1,"nannyism"
1,"syllabus"
4,"satay"
8,"variant"
7,"bali"
10,"hunted"
1,"unfeigned"
3,"unreal"
28,"turtle"
9,"shallots"
4,"incision"
16,"bamboo"
16,"cane"
1,"starless"
8,"shaken"
15,"stirred"
4,"dozing"
1,"sitters"
8,"spraying"
1,"pipsqueak"
1,"upended"
8,"dangling"
28,"brains"
4,"splattered"
4,"coppers"
2,"telos"
2,"cryons"
27,"feminine"
3,"subterranean"
4,"invaded"
2,"cybermen"
19,"accurately"
3,"atts"
1,"bani"
1,"kanté"
2,"oversaw"
3,"libyan"
10,"mali"
7,"highprofile"
26,"arrest"
1,"babaly"
9,"ba"
1,"banque"
1,"malienne"
1,"solidarité"
1,"adama"
1,"sangaré"
37,"mayor"
7,"bamako"
2,"freakout"
3,"mlsp"
1,"amm"
1,"augh"
9,"frankenstein"
8,"brooks"
6,"wilder"
8,"millennium"
2,"winking"
10,"blinking"
13,"softer"
12,"footing"
5,"compiling"
1,"baseballsized"
9,"travellers"
2,"phyllis"
1,"mcbain"
2,"encampments"
22,"fest"
5,"midmorning"
70,"bet"
2,"rosser"
2,"biologist"
4,"provost"
27,"representation"
38,"funding"
12,"budgets"
1,"conclusiondecision"
1,"jeffscape"
2,"shithead"
15,"skeptical"
1,"minimaglite"
17,"torch"
12,"freaks"
32,"terrified"
50,"bell"
5,"clung"
1,"limpet"
7,"sod"
1,"intrepidness"
33,"exploring"
2,"notches"
1,"asiatic"
23,"quarters"
1,"spook"
2,"unbeliever"
6,"convictions"
19,"uncertainty"
27,"notebook"
17,"personalities"
10,"hows"
20,"salary"
1,"fica"
13,"bs"
7,"intrusive"
5,"meddling"
3,"bureaucrat"
